utterance_id,text,emotion
Ses02M_script03_1_M000,Good God.,fear
Ses04F_impro03_F005,Thank you. [LAUGHTER],excited
Ses01F_impro03_M018,Wow.,surprise
Ses04F_script01_1_F009,What?,surprise
Ses01F_script02_1_M030,For real?,surprise
Ses02M_impro01_M012,Okay. What about - no -- how about you hold that and I'll - I'll go and I can come back-,frustration
Ses03F_impro01_M004,She- she probably doesn't even work here.,neutral
Ses04F_impro07_F061,Student counsel?,excited
Ses05M_impro04_M005,"But, I mean, I don't want to keep those jobs.  I don't want those jobs.It's not what I want to do.",frustration
Ses02M_script03_1_F012,Who's they?,excited
Ses05F_impro08_M013,"Okay, great, go ahead.",neutral
Ses05M_script02_2_M033,Really?,surprise
Ses03F_impro06_F031,"Yeah. God, I loved that kid.",sadness
Ses04M_script03_1_M001,I wonder.,fear
Ses03M_impro06_F015,I'm so sorry.,sadness
Ses03F_script03_1_M007,"things that should matter dreadfully don't seem to matter at all when one's happy, do they?",excited
Ses03F_impro07_M027,-drunk.,excited
Ses03F_impro02_M012,I can't-,frustration
Ses03F_impro06_F017,So talented.,sadness
Ses04F_impro03_F040,Ha ha ha.,excited
Ses03M_script01_3_F021,Not like that you're not.,happiness
Ses01F_script01_3_M014,You felt something that far back?,surprise
Ses01M_script02_2_F039,"Yes, don't be ridiculous.  Don't you know that?",surprise
Ses02M_impro01_F023,"I'm sorry sir but there's a lot of people waiting. So if you won't move out of the way, then I'm going to have to call security.",frustration
Ses04F_impro08_M015,"and if I get sent to another operator, I'll have to tell them the same damn story again.  I don't- I think I'm just going to lose my mind.  So if you could please just not do that, that would be great.  Thank you.",anger
Ses05F_script03_2_F018,"Um, It doesn't seem to have worked such wonders with you.",anger
Ses03M_script03_2_M031,"Oh, what an interesting topic.  What about a child of four and a child of six?  A child of nine?",anger
Ses05F_impro03_M064,because I am not getting married.,happiness
Ses02F_impro07_F014,"Yeah, I mean there's all the money stuff and my mom's helping me with the financial aid and stuff.  But, it'll be fine--",excited
Ses04F_impro02_F012,Well I'll come back.  What is that supposed to mean?  You're not willing to wait for me to come back?,anger
Ses01F_script03_1_M003,[BREATHING],fear
Ses04F_script02_1_M028,For real?,surprise
Ses03M_impro04_F005,"Well, that's what?  For what job?  Who...what jobs are you looking for?",surprise
Ses04M_script01_1_M010,I don't want to argue with him but it's time he realized that nobody believes Larry's alive anymore.,frustration
Ses05F_script03_1_F031,"Oh, ridiculous. utterly ridiculous",happiness
Ses03M_impro02_F005,Next week?,surprise
Ses03M_impro04_M004,Cause I went to Harvard.,anger
Ses01F_impro05_M011,"we've mistakenly lost your baggage.  We're very sorry.  On behalf of Jet Blue I would like to apologize for any inconvenience.  I am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us.  I'm very sorry, once again...",neutral
Ses03F_impro06_F023,"He was like, he was like my brother, you know.",sadness
Ses04M_script03_1_F001,"Nobody knows we're here, except Freda and she wouldn't ring up.",fear
Ses05F_impro02_F006,Iraq.,fear
Ses04M_impro04_F017,[LAUGHTER],neutral
Ses05M_impro02_F019,"I mean, I-I know that you're a good soldier, but not everybody else is. and what if",fear
Ses03F_impro02_M024,It doesn't look very good.,sadness
Ses04M_script03_1_M021,"Let's savor the delight of the moment.  Come and kiss me, darling, before your body rots and worms pop in and out of your eye sockets.",excited
Ses03F_script01_1_F035,I don't understand why it has to be her.,frustration
Ses04F_impro02_F010,I mean I'm the one who has to leave here.  I'm the one who has to leave the two of you.  At least you get to be together.,frustration
Ses04M_script03_2_M047,Turn it off.,anger
Ses03F_script01_3_F013,"Well, I guess that's why I came.",happiness
Ses05M_impro02_F017,But so many people have died.,fear
Ses05F_impro05_F023,And that you're going to transport them safely from one place to another.,anger
Ses03F_script03_2_M043,"Oh, shut up. Shut up. Shut up.",anger
Ses05F_impro03_M037,"The exact right guy, I fully approve.  He's a wonderful guy.  We have a great time.  He can drink.  That's awesome.",excited
Ses03M_script02_2_F034,This is just this.  You know?  I mean it's a lot and everything but it isn't somewhere else.  Do you know what I'm trying to say?,sadness
Ses03F_impro02_F043,I'm so sorry.,sadness
Ses01F_script02_2_M039,Yeah?,surprise
Ses05M_impro02_F002,"What?  No, you can't!",fear
Ses01M_script03_1_F036,The manager came in he found us rolling about the floor.  [LAUGHTER],happiness
Ses05M_script01_1_F036,Just don't think that way.  Do you hear me?,anger
Ses02M_script01_1_M003,I don't know. When it cracked he ran into the house and cried in the kitchen.,sadness
Ses04F_impro01_F021,I don't need to be.  I need to go and do other things with my time.  Okay.,anger
Ses01M_script03_1_F001,Freda is the only one who knows we are here. She wouldn't ring up.,fear
Ses03F_impro07_M017,Shit. That's-,surprise
Ses04F_impro07_M002,Get out.,surprise
Ses03M_impro03_M030,"You got to meet her, she's wonderful.",happiness
Ses05F_script02_1_M025,For real?,surprise
Ses03F_impro08_M015,"Okay, I need more than this.  Are you going to give me a little bit more?",anger
Ses01F_script03_1_F000,Is it them?,fear
Ses04M_script03_2_F050,Marry you again? Huh.,anger
Ses05M_script01_3_M030,"I mean that exactly, anymore selfish -- just a little bit more selfish and they would have been here today. And it gave me an idea as I was watching them all go down.",sadness
Ses05F_impro03_F035,Thank you.,happiness
Ses01F_script01_1_F002,How could he see it?  I was the first one up; he was still in bed.,surprise
Ses01M_impro03_F003,Is she on the run?,excited
Ses03M_impro07_F008,Yeah.  Hopefully it won't be like high school.,happiness
Ses03F_script01_3_M027,"Yeah. I guess there is. I guess I was, but uh- it's going from me now.",sadness
Ses02M_script01_2_F005,What's going on here Joe?,anger
Ses04F_script03_1_M002,It must be them then.,fear
Ses01F_impro07_M015,You have to get married.  Well you are married to Chuck.  You're Mrs. Nash.  Not to be confused with Mrs. Dash which is the popular seasoning.,excited
Ses02F_script01_1_F035,What the hell is this?,surprise
Ses03M_impro04_M038,Same difference.,neutral
Ses04F_impro04_M028,Well you've got to start somewhere.  I mean-,neutral
Ses02M_script01_2_F010,"I want you to act like he's coming back, both of you. Don't you think I haven't noticed since he invited her, I won't stand for any nonsense",anger
Ses01M_script01_3_F023,"Yeah, sure.",sadness
Ses02F_impro07_M007,Yeah.,excited
Ses04F_impro07_M033,That's cool.,neutral
Ses01F_script03_1_F001,Freda is the only one who knows we are here.  She wouldn't ring up.,fear
Ses02F_impro08_M019,Okay.,neutral
Ses01F_script01_3_F035,What would I do with a fortune?,happiness
Ses03M_impro02_F005,Next week?,surprise
Ses03M_impro03_F028,What?,surprise
Ses04F_impro06_F008,[LAUGHTER] You're probably right.  He probably would be pissed if we were all sitting around being upset about it. He'd want us to have a party.,happiness
Ses04M_script01_1_M037,The business?  The business doesn't inspire me.,anger
Ses04F_script01_1_F001,How could he see it?  I was the first one up.  He was still in bed.,surprise
Ses03F_impro04_F011,Really?,surprise
Ses01F_script01_2_M011,Kate.,frustration
Ses02M_impro02_F009,"Well, just promise me that you going to be safe.",sadness
Ses03F_impro08_M004,"Fine, sorry.  Okay, my phone's been on the fritz for like three days.  I can't get any incoming calls. What- What is going on?",frustration
Ses02F_impro01_F021,"Who--you always use your driver's license.  I mean, you're not coming to the D.M.V. if you're not over sixteen and that's when you get your driver's license so you're never gonna need it anyway.",anger
Ses05F_impro04_M029,Are you presenting-,neutral
Ses05M_impro05_M008,forever?,surprise
Ses05F_script02_2_F034,"Yes, I did notice that.  It does look really beautiful on the water.  The gold white moon.",happiness
Ses03F_script02_2_M033,"No, I know. Me neither.",frustration
Ses03F_script02_2_F050,Maybe this is the right place after all.,happiness
Ses04F_impro04_F021,"Yeah, I- I make my",frustration
Ses05F_impro05_M039,"Well, I have no way to give you more money.  I'm giving you as much money as I can, and figuring- as far as figuring out where you bag is-",neutral
Ses02F_script01_3_M030,"You know what I mean?  To show that, to bring that onto the Earth again, like some kind of monument and everyone would feel it standing behind him and it would make a difference to him.",sadness
Ses05M_impro03_M015,It was a lot of fun- It was a lot of fun.  She's great.  And I'm so happy.,happiness
Ses05F_impro05_M005,It seems like it went through Heath Row.  I see it here. uh-,neutral
Ses01M_impro03_M017,"Something blue, something new, something... no I don't know. [LAUGHTER] So yeah, wonder if she's going to pay me up front but do you think it's bad though, do you think they're going to like track the money or something?",excited
Ses05F_script02_1_M003,"Oh no, you know what I did.  I forgot my flashlight.  How could I be so stupid?  I can't believe I forgot my flashlight.",excited
Ses04F_script03_1_M001,I wonder.,fear
Ses01F_impro05_F030,A letter? I'll make a personal phone call.,anger
Ses01M_script01_1_F001,When?,surprise
Ses04M_script02_1_M024,For real?,surprise
Ses03F_script01_1_F046,You'd leave that business.,neutral
Ses01M_script03_1_F030,Which particular one?,happiness
Ses01F_script02_1_F000,Fine.,neutral
Ses05M_script03_1_F000,Do you think it's them?,fear
Ses02F_impro03_F029,She'll be like--flowers and the--,happiness
Ses02F_impro05_F022,Thank you very much.,frustration
Ses01F_impro03_M020,"But the pennies always get you because you end up spending like, you know, fifty bucks.",neutral
Ses02F_impro01_F001,My--my original birth certificate?  But I don't carry that with me.,surprise
Ses04M_impro07_F013,I'm glad you did.,excited
Ses05F_impro02_M019,"Your Your mom, you want me to move in with your mom?",surprise
Ses01F_script02_2_F035,"I know you meant this to be special, I know that you wanted it to be right, but I just can't help thinking that, I can't help wishing that I was somewhere else.",sadness
Ses02F_script01_3_F012,I almost got married two years ago.,happiness
Ses04M_script01_1_F037,Must you be inspired?,anger
Ses03M_impro05b_M019,I work for IBM.,neutral
Ses04F_script01_2_F009,Probably a hundred people told her she's foolish but she's waited.,anger
Ses05F_impro01_F016,"No, I'm not, I'm sorry.I'm not stupid.",frustration
Ses02M_script03_1_M015,"Certainly you must, we figures of fun all right.",excited
Ses02M_script01_3_M015,"Ann, why didn't you let me know?",excited
Ses03F_script01_3_M027,"Yeah. I guess there is. I guess I was, but uh- it's going from me now.",sadness
Ses01F_script01_2_F009,"Nobody in this house dares take away her faith, Joe.  You know strangers might, but not his father, not his brother.",anger
Ses05M_script03_2_M015,"Amanda, really.",anger
Ses01F_script01_3_M017,Give me a kiss.,happiness
Ses03M_script02_2_F015,"I do.  I always do.  I keep thinking, this time will be the time and it never is.",frustration
Ses04M_script03_1_F001,"Nobody knows we're here, except Freda and she wouldn't ring up.",fear
Ses05M_script03_1_F000,Do you think it's them?,fear
Ses03M_script01_1_F001,"What do you mean. He couldn't have seen it. I was the first one up, he was still in bed.",surprise
Ses02M_impro08_M000,All right. Customer service this is Steve.,neutral
Ses04F_script03_2_M027,I'm not in the least drunk.,anger
Ses02M_script03_1_M003,"We're all right darling, aren't we whatever happens?",fear
Ses03M_impro03_F030,Okay.  I haven't seen you in about two and a half years and I come back and you're getting engaged to somebody you only knew for,surprise
Ses03F_script03_1_F003,What are we to do?,fear
Ses04F_script03_1_M002,It must be them then.,fear
Ses01F_impro03_M002,Shut up.  No- in Vegas?,surprise
Ses03F_impro02_M010,You know what happened to my cousin. She went and she never came back.,frustration
Ses05F_script03_1_M001,I wonder.,excited
Ses04M_script03_1_M000,Good God.,fear
Ses02M_script02_2_M037,Maybe if you were with somebody else too.,sadness
Ses03F_script01_2_F020,You got to keep believing.,sadness
Ses01M_impro03_F002,Why?,excited
Ses01M_script03_1_F001,Freda is the only one who knows we are here. She wouldn't ring up.,fear
Ses02F_impro05_M017,but Unfortunately sometimes is--,neutral
Ses02M_script03_1_F022,"Oh Charles, that was his name Charles. It did wiggle so beautifully.",happiness
Ses04F_impro07_F051,Yeah.  It will work out.  Maybe I could work at Red Lobster.,excited
Ses04M_script01_1_F008,What?,surprise
Ses02F_script02_2_F024,No.,sadness
